,num,yyyymmdd,names,title,text,yyyymm,mm,name
532,532,2019.06.14.,여성소비자신문,"하이트진로음료, '진로믹서 토닉워터 스페셜 팩' 출시",'진토닉'으로 널리 알려진 토닉워터는 최근 국내에서 보드카뿐 아니라 소주와 믹스해 마시는 일명 '쏘토닉'으로 새롭게 주목 받고 있다. '진로믹서 토닉워터 오리지널'은 1976년 출시 이후 40년 이상 소비자들의 꾸준한...,2019.06,06,보드카
533,533,2019.06.14.,국제신문,"예술가와 기업의 협업, 제품·브랜드 초가치 만든다","이외에도 데이미언 허스트와 리바이스, 키스 해링과 앱솔루트 보드카의 아트 컬래버레이션이 큰 성공을 거둔 가운데 국내에서도 기업과의 상생에 열을 올리는 작가가 늘고 있다. 작가의 작품 이미지를 활용해 제작한...",2019.06,06,보드카
534,534,2019.06.13.,소믈리에타임즈,"하이트진로 소주, '2018 세계에서 가장 빠르게 성장한 증류주 브랜드' 선정",10위 : 징지우 백주 (2017-18년도 사이 11.5% 성장) 9위 : 오피서스 초이스 위스키(인디안 위스키) (2017-18년도 사이 5.6% 성장) 8위 : 맥도웰스 브랜디 (2017-18년도 사이 17.8% 성장) 7위 : 매직 모멘츠 보드카 (2017-18년도...,2019.06,06,보드카
535,535,2019.06.13.,업다운뉴스,"홈술용부터 파티용까지...하이트진로음료, '진로믹서 토닉워터 스페셜 팩' 출...",진로믹서 토닉워터 스페셜 팩 (사진제공=하이트진로음료) '진토닉'으로 널리 알려진 토닉워터는 최근 국내에서 보드카뿐 아니라 소주와 믹스해 마시는 일명 '쏘토닉'으로 새롭게 주목 받고 있다. '진로믹서 토닉워터...,2019.06,06,보드카
536,536,2019.06.13.,넥스트데일리,"하이트진로음료, 이마트와 손잡고 ‘진로믹서 토닉워터 스페셜 팩’ 출시",‘진토닉’으로 널리 알려진 토닉워터는 최근 국내에서 보드카뿐 아니라 소주와 믹스해 마시는 일명 ‘쏘토닉’으로 새롭게 주목받고 있다. ‘진로믹서 토닉워터 오리지널’은 1976년 출시 이후 40년 이상 소비자들의...,2019.06,06,보드카
537,537,2019.06.13.,테크홀릭,"하이트진로음료, 한국형 소주 칵테일 즐길 '진로믹서 토닉워터 스페셜 팩' 출...",'진토닉'으로 널리 알려진 토닉워터는 최근 국내에서 보드카뿐 아니라 소주와 믹스해 마시는 일명 '쏘토닉'으로 새롭게 주목 받고 있다. '진로믹서 토닉워터 오리지널'은 1976년 출시 이후 40년 이상 소비자들의 꾸준한...,2019.06,06,보드카
538,538,2019.06.13.,메디컬투데이,"하이트진로음료, ‘진로믹서 토닉워터 스페셜 팩’ 출시",‘진토닉’으로 널리 알려진 토닉워터는 최근 국내에서 보드카뿐 아니라 소주와 믹스해 마시는 일명 ‘쏘토닉’으로 새롭게 주목 받고 있다. ‘진로믹서 토닉워터 오리지널’은 1976년 출시 이후 40년 이상 소비자들의...,2019.06,06,보드카
539,539,2019.06.13.,로이슈,"하이트진로음료,‘진로믹서 토닉워터 스페셜 팩’ 출시",‘진토닉’으로 널리 알려진 토닉워터는 최근 국내에서 보드카뿐 아니라 소주와 믹스해 마시는 일명 ‘쏘토닉’으로 새롭게 주목 받고 있다. ‘진로믹서 토닉워터 오리지널’은 1976년 출시 이후 40년 이상 소비자들의...,2019.06,06,보드카
540,540,2019.06.13.,ㅍㅍㅅㅅ,‘돈키호테’에 상식은 없다,"IT 기업의 이름이 ‘Apple’이 되고, 보드카 병이 예술가들의 캔버스가 된 것처럼. 돈키호테는 상식 파괴의 아이콘이다. 일본의 오프라인 할인점이다. 일본 관광 시 필수코스로 꼽힌다. X마트가 2018년에 선보인...",2019.06,06,보드카
541,541,2019.06.13.,뉴스투데이,"[뉴스투데이 E] 하이트진로음료 토닉워터, ‘쏘토닉’ 위한 ‘스페셜 팩’ 내...",‘진토닉’ 알려진 토닉워터는 최근 국내에서 보드카뿐 아니라 소주와 섞어 마시는 일명 ‘쏘토닉’으로 새롭게 주목받고 있다.‘진로믹서 토닉워터 오리지널’은 1976년 출시 이후 40년 이상 소비자들의 꾸준한 사랑을...,2019.06,06,보드카
542,542,2019.06.13.,프레스맨,"하이트진로음료, '진로믹서 토닉워터 스페셜 팩' 출시",'진토닉'으로 널리 알려진 토닉워터는 최근 국내에서 보드카뿐 아니라 소주와 믹스해 마시는 일명 '쏘토닉'으로 새롭게 주목 받고 있다. '진로믹서 토닉워터 오리지널'은 1976년 출시 이후 40년 이상 소비자들의 꾸준한...,2019.06,06,보드카
543,543,2019.06.13.,FETV,"하이트진로음료,‘진로믹서 토닉워터 스페셜 팩’ 출시",‘진토닉’으로 널리 알려진 토닉워터는 최근 국내에서 보드카뿐 아니라 소주와 믹스해 마시는 일명 ‘쏘토닉’으로 새롭게 주목 받고 있다. ‘진로믹서 토닉워터 오리지널’은 1976년 출시 이후 40년 이상 소비자들의...,2019.06,06,보드카
544,544,2019.06.13.,Korea IT Times,"하이트진로, '진로믹서 토닉워터 스페셜 팩' 출시",'진토닉'으로 널리 알려진 토닉워터는 최근 국내에서 보드카뿐 아니라 소주와 믹스해 마시는 일명 '쏘토닉'으로 새롭게 주목 받고 있다. '진로믹서 토닉워터 오리지널'은 1976년 출시 이후 40년 이상 소비자들의 꾸준한...,2019.06,06,보드카
545,545,2019.06.13.,한국정경신문,"[출시] 한국형 소주 칵테일.. 하이트진로, 이마트와 손잡고 만든 ‘진로믹서 ...",‘진토닉’으로 널리 알려진 토닉워터는 최근 국내에서 보드카뿐 아니라 소주와 믹스해 마시는 일명 ‘쏘토닉’으로 새롭게 주목 받고 있다.‘진로믹서 토닉워터 오리지널’은 1976년 출시 이후 40년 이상 소비자들의...,2019.06,06,보드카
546,546,2019.06.05.,소년한국일보,"주한스웨덴대사관, 스웨덴 국경일기념 '스웨덴의날 2019' 개최","드라마 '도깨비' OST인 Hush로 널리 알려진 스웨덴의 팝 아티스트 라쎄 린드 밴드의 공연, 스웨덴의 음식문화, 스웨덴을 대표하는 보드카 앱솔루트의 칵테일 쇼까지 즐길 수 있다. 서울과 스톡홀름을 대표하는...",2019.06,06,보드카
547,547,2019.06.05.,중도일보,"[사설]맥주·막걸리 종량세 전환, ‘소주'는?","소주 가격에는 '서민 술'이라는 사실 외에 위스키, 보드카, 백주 등 증류식 주류와 연관된 딜레마도 있다. 소주의 대체재가 될 가능성 때문이다. 목적상으로 주세가 세수 확보에 과하게 방점이 찍혀도 실상은 좋지 않다....",2019.06,06,보드카
548,548,2019.06.05.,매일경제,"위스키 마시기 좋은 계절, 혼술하러 바 간다… 한국 첫 위스키 경매서 1억550...","화이트 스피릿은 진, 보드카 등 오크통에서 숙성시키지 않은 투명한 술을 통칭한다. 최근 전 세계 크래프트 진의 열풍에 힘입어 화이트 바는 100여 종의 진을 구비한 것으로 유명하다. 화이트 바는 스위스 은행의 지하...",2019.06,06,보드카
549,549,2019.06.05.,아시아투데이,"소주 눈치보다 반쪽된 '주세개편'…""일괄 종량과세 '미해결 과제'로""","아울러 소주와 위스키·백주·보드카 등 주종 간 경쟁관계도 치열한 가운데, 종량세 전환 이후 소주 업계의 타격이 클 것으로 예측됐다.조세재정연구원이 희석식 소주의 주세 납부세액인 ℓ당 947.52원을 기준으로 21도...",2019.06,06,보드카
550,550,2019.06.05.,소믈리에타임즈,[주세법 개정 종합] 맥주·탁주 종량세 우선 전환... 청년 일자리 등 고용 창...,"하지만 소주ㆍ증류주 및 약주ㆍ청주ㆍ과실주의 경우 위스키ㆍ백주ㆍ보드카, 와인ㆍ사케 등과 경쟁관계로 50년간 종가세 체계에서 형성된 시장구조가 부담이되어 종량세 전환에 반대하는 입장이다. 이에 기획재정부는...",2019.06,06,보드카
551,551,2019.06.05.,뉴스프리존,"주한스웨덴대사관, '스웨덴의 날 2019 ' 국경일 기념행사 개최","드라마 <도깨비>의 OST인 Hush로 널리 알려진 스웨덴의 팝 아티스트 라쎄 린드 밴드의 공연, 스웨덴의 음식문화, 스웨덴을 대표하는 보드카 앱솔루트의 칵테일 쇼까지 즐길 수 있다. 서울과 스톡홀름을 대표하는...",2019.06,06,보드카
552,552,2019.06.05.,FETV,“종량세로 바꾼다는데”...개정 주세법에 울고 웃는 주류회사,"위스키, 보드카 등을 수입하는 수입주류 업계는 추이를 지켜보는 중이다. 디아지오코리아 관계자는 ""주로 스코트랜드에서 위스키를 수입하는데 수입가격이 워낙 고가였기 때문에, 구체적인 수치가 나오기 전엔 전망이...",2019.06,06,보드카
553,553,2019.06.05.,연합뉴스,맥주·막걸리만 일단 종량세로…소주나 다른 주종은 '먼 길',"따라서 일반 소주(희석식 소주)의 가격을 동결하면서 종량세로 전환할 경우 증류주로 한데 묶인 위스키, 보드카, 백주, 그리고 화요 등 증류식 소주의 세금을 지금보다 크게 떨어뜨릴 수밖에 없다. 이 경우 소주의 '대체재...",2019.06,06,보드카
554,554,2019.06.05.,아주경제,"'수요미식회' 갓포요리, 기존 고급 일식과 다른점은?…'하이볼'은 무엇?","위스키나 브랜디에 탄산수나 다른 음료를 넣고 얼음을 띄워 만드는 것이 일반적이다. 일본에서는 쇼추나 보드카 등을 베이스로 한 칵테일을 쇼추 하이볼 (츄하이)라고 부른다. [사진=올리브 '수요미식회'(왼쪽), 구글 캡처]",2019.06,06,보드카
555,555,2019.06.04.,한국경제언론사 선정,50년 만의 주세 개편…캔·수제맥주 '웃고' 생맥주 '울고',"당초 알코올 도수 21도가 넘는 증류식 소주, 위스키, 브랜디, 고량주, 보드카, 리큐어 등은 오히려 세부담이 줄어들 것으로 추정됐다. 그러나 이번 종량세 기준을 적용하면 서민들이 가장 즐겨찾는 알코올 도수 15~20도...",2019.06,06,보드카
556,556,2019.06.02.,헤럴드경제,"‘커피ㆍ우유는 커지고, 술은 작아지고…’",버니니는 기존 병 제품을 250㎖ 캔으로 내놔 수요 확대를 꾀하고 있다. 롯데주류는 라즈베리와 레몬향이 첨가된 플레이버드(Flavored) 보드카 ‘스베드카 블루 라즈베리’를 국내 출시하며 375㎖ 소용량도 함께 선보였다.,2019.06,06,보드카
557,557,2019.06.01.,소믈리에타임즈,"'북한 위스키' 출시, 아미노산과 간건강에 좋은 전통주 주장","대표적인 예로 올 2월, 네덜란드 세관은 북한행으로 추정되는 중국 선박의 비행기 동체 아래에 숨겨져 있는 보드카 9만 병을 압수한 바 있다. 한편, 북한 유일의 양조장은 지난해 2월 보라 대신 밀로 만든 독특한...",2019.06,06,보드카
558,558,2019.06.01.,소믈리에타임즈,"'북한 위스키' 출시, 아미노산과 간건강에 좋은 전통주 주장","대표적인 예로 올 2월, 네덜란드 세관은 북한행으로 추정되는 중국 선박의 비행기 동체 아래에 숨겨져 있는 보드카 9만 병을 압수한 바 있다. 한편, 북한 유일의 양조장은 지난해 2월 보라 대신 밀로 만든 독특한...",2019.06,06,보드카
559,559,2019.05.31.,론리플래닛,몽골 여행 하이라이트 5,"몽골 현지인은 이때 친구, 친지와 어울려 푸짐한 음식과 보드카를 즐기며 흥겨운 시간을 보낸다. 나담을 보려면? 울란바토르(Ulaanbaatar)를 비롯한 일부 지역에서는 독립기념일을 겸해 7월 11일부터 13일까지, 다른 시골...",2019.05,05,보드카
560,560,2019.05.31.,시사매거진,"광복회전북도지부, 3.1독립운동 100주년 기념 연해주 독립운동유적지 탐방기 ...",'카레이 스카야슬라보드카(한인촌)' 혹은 '개척리'라 부르던 이 지역에서 1911년 러시아당국은 페스트 창궐을 계기로 '위생실행위원회' 결의를 거쳐 '개척리'를 강제로 철거시켜 이 일대를 기병대 숙소로 삼았다. '개척리...,2019.05,05,보드카
561,561,2019.05.31.,위키트리,"페르노리카 코리아 앱솔루트, ‘울트라 코리아 2019’서 양성평등 응원하는 브...",앱솔루트 보드카가 6월 7일부터 9일까지 열리는 울트라 코리아 2019에 참가해 #DARETOPINK 부스를 운영한다. 사진제공 / 페르노리카 코리아페르노리카 코리아의 대표 보드카 브랜드 앱솔루트 보드카(ABSOLUT VODKA)가 6월...,2019.05,05,보드카
562,562,2019.05.29.,디지털타임스,"앱솔루트 보드카, 국내 최대 EDM 축제 `울트라 코리아 2019`서 양성평등 응원...",울트라 코리아 2019에서 핑크 컬러의 가치와 '양성평등' 메시지 전달 신제품 '앱솔루트 그레이프 프루트' 이용한 독창적 칵테일 최초 공개 나이트라이프의 아이코닉한 보드카 브랜드 앱솔루트 보드카(ABSOLUT VODKA)가...,2019.05,05,보드카
563,563,2019.05.29.,오마이뉴스언론사 선정,[허시명의 술술술] 뉴욕에서 간판 없이 장사하는 한국 술집의 패기,"그전까지는 소주는 코리안 보드카, 가벼운 보드카 정도로 불렸다. 그 설명은 지금도 따라다니지만, 이제 뉴요커들에게 소주는 그을린 오크통에 숙성시킨 버번 위스키보다는 깔끔하고 담백한, 보드카보다는 순하고...",2019.05,05,보드카
564,564,2019.05.29.,내일신문,컵커피 우유 이어 화장품도 '가용비(가격대비 용량)',"롯데주류는 375ml 소용량 보드카 '스베드카 블루 라즈베리'를 출시했다. 주류업계 관계자는 ""최근 술을 마시는 분위기만 즐기고 싶은 젊은층에서 소용량 술을 선호하는 경향이 강하게 나타나고 폭음이 아닌 즐길...",2019.05,05,보드카
565,565,2019.05.29.,서울신문,"앱솔루트, ‘울트라 코리아 2019’ 브랜드 부스…양성평등 메시지",페르노리카 코리아의 대표 보드카 브랜드 앱솔루트 보드카(ABSOLUT VODKA)가 국내 최대 EDM 축제 ‘울트라 코리아 2019’ 현장에 #DARETOPINK(데어 투 핑크) 부스를 설치하고 ‘핑크’ 컬러를 바탕으로 다양한 프로그램을...,2019.05,05,보드카
566,566,2019.05.29.,중도일보,"인천 서구, 폴란드-터키 무역사절단 파견… ‘574만불 수출 계약’","이곳은 1875년에 설립돼 약 250년 동안 운영된 보드카 공장이었으나 2006년부터 운영이 어려워 10년이나 방치되었다가, 2년에 걸쳐 역사적, 문화적이면서 현대적인 공간으로 리모델링되어 현재는 전통과 현대가 조화를 이룬...",2019.05,05,보드카
567,567,2019.05.29.,매일일보,"인천 서구, 도시재생 우수사례 탐방 및 무역사절단 큰 성과 거둬","이곳은 1875년에 설립돼 약 250년 동안 운영된 보드카 공장이었으나 2006년부터 운영이 어려워 10년이나 방치되었다가, 2년에 걸쳐 역사적, 문화적이면서 현대적인 공간으로 리모델링되어 현재는 전통과 현대가 조화를 이룬...",2019.05,05,보드카
568,568,2019.05.28.,시사매거진,"광복회전북도회, 3.1운동 100주년 기념 연해주 독립유적지 세번째 탐방",기차를 타고 가는 동안 훈제생선과 괜찮은 보드카를 마시면서 낮 모르는 승객들과 서투른 영어와 러시아어로 나누는 대화를 나누는 여행객들의 모습이 마냥 정겹기만 하다. 주간열차였다면 은빛 자작나무 숲의...,2019.05,05,보드카
569,569,2019.05.28.,W,에디터들의 페스티벌 필살기 아이템은?,"얼마 전 자몽 맛을 출시한 앱솔루트 보드카로 정했다. 과일 중에서 자몽을 좋아하는 편이기도 하고, 달달한 핑크빛 컬러가 페스티벌의 분위기를 업 시켜 줄 것 같다. 긴 하이볼 글라스에 얼음을 채운 뒤, 자몽 맛 보드카...",2019.05,05,보드카
570,570,2019.05.28.,디스커버리뉴스,"(기획) 유통업계, 변화하는 소비자 취향 따라 사이즈 변화 잇따라",롯데주류는 라즈베리와 레몬향이 첨가된 플레이버드 보드카 ‘스베드카 블루 라즈베리’를 국내 출시하며 375ml 소용량도 함께 출시해 혼술족들에게 인기를 얻고 있다.<  >,2019.05,05,보드카
571,571,2019.05.28.,뉴스1,앱솔루트 보드카 '울트라 코리아' 참가 확정… 젊은층에 양성평등 메시지,나이트라이프의 아이코닉한 보드카 브랜드 앱솔루트 보드카(ABSOLUT VODKA)가 오는 6월 7일(금)부터 9일(일)까지 울트라 코리아 2019(ULTRA KOREA 2019) 현장에서 #DARETOPINK(데어투핑크) 부스를 통해 ‘양성평등’에 대한...,2019.05,05,보드카
572,572,2019.05.28.,디스커버리뉴스,"멕시코 리딩 호텔 우니코 20°87°, 미슐랭 스타 쉐프들과 함께하는 Summer S...","또한 △멕시코 메즈칼(데킬라) 제조 전문가 디에고 발렌시아(Diego Valencia) △앱솔루트 보드카 앰베서더 디스테파노 마르티네즈(Distefano Martnez)가 호텔 바와 풀 파티에서 직접 음료를 선보이며, 투숙객이라면...",2019.05,05,보드카
573,573,2019.05.28.,하이닥,"생활 속 숙취해소법, 피클 국물을 마셔라?!","보드카와 토마토 주스, 우스터 소스를 넣은 ‘블러디 메리’, 맥주, 토마토, 라임 주스, 여러 가지 소스와 향신료로 만드는 ‘미첼라다’와 같은 칵테일을 만들 때 피클 국물을 넣어 마시자. 하지만 피클 국물은 나트륨...",2019.05,05,보드카
574,574,2019.05.28.,동아일보,"앱솔루트 보드카, '울트라 코리아 2019' 참가해 양성평등 가치 나눠",나이트라이프의 아이코닉한 보드카 브랜드 앱솔루트 보드카(ABSOLUT VODKA)가 다음 달 7일부터 9일까지 '울트라 코리아 2019(ULTRA KOREA 2019)' 현장에서 #DARETOPINK(데어투핑크) 부스를 통해 ‘양성평등’에 대한 메시지와...,2019.05,05,보드카
575,575,2019.05.28.,베이비뉴스,"""커피와 우유는 더 커지고, 술은 더 작아지고""",연출 할 수 있는 와인으로 이미지 변신을 시도했다. 롯데주류는 라즈베리와 레몬향이 첨가된 플레이버드 보드카 '스베드카 블루 라즈베리'를 국내 출시하며 375ml 소용량도 함께 출시해 혼술족들에게 인기를 얻고 있다.,2019.05,05,보드카
576,576,2019.05.28.,내일신문,'맥아' 공통분모로 손잡는 맥주 - 위스키,"하이랜드 파크 위스키, 스노우 레퍼드 보드카 등을 생산하고 있다. 세계 최고가로 낙찰된 위스키도 에드링턴이 보유하고 있다. 제주맥주와 에드링턴은 3년간 독점으로 '장인정신과 노하우'를 기반으로 한 협업을...",2019.05,05,보드카
577,577,2019.05.28.,SR타임스,"[SR경제&라이프]  유통업계, 변화하는 소비자 취향 맞춰 다양한 용량 ...",연출 할 수 있는 와인으로 이미지 변신을 시도했다. 롯데주류는 라즈베리와 레몬향이 첨가된 플레이버드 보드카 '스베드카 블루 라즈베리'를 국내 출시하며 375㎖ 소용량도 함께 출시해 혼술족들에게 인기를 얻고 있다.,2019.05,05,보드카
578,578,2019.05.28.,위키트리,"유통업계, 커피와 우유는 더 커지고… 술은 더 작아지고",롯데주류는 라즈베리와 레몬향이 첨가된 플레이버드 보드카 ‘스베드카 블루 라즈베리’를 국내 출시하며 375㎖ 소용량도 함께 출시해 혼술족들에게 인기를 얻고 있다.,2019.05,05,보드카
579,579,2019.05.28.,G밸리뉴스,"유통업계, 변화하는 소비자 취향 따라 다양한 용량 제품 출시",분위기를 연출 할 수 있는 와인으로 이미지 변신을 시도했다. 롯데주류는 라즈베리와 레몬향이 첨가된 플레이버드 보드카 스베드카 블루 라즈베리를 국내 출시하며 375ml 소용량도 함께 선보였다.,2019.05,05,보드카
580,580,2019.05.28.,여성소비자신문,"'커피·우유 커지고, 술 작아지고'…유통업계, 소비자 취향 저격 붐",롯데주류는 라즈베리와 레몬향이 첨가된 플레이버드 보드카 '스베드카 블루 라즈베리'를 국내 출시하며 375ml 소용량도 함께 출시해 혼술족들에게 인기를 얻고 있다.,2019.05,05,보드카
581,581,2019.05.28.,이데일리,"앱솔루트, ‘울트라 코리아 2019’ 참가…“양성평등 가치 전해”",보드카 브랜드 앱솔루트 보드카는 다음달 7일부터 9일까지 ‘울트라 코리아 2019’(ULTRA KOREA 2019)에서 양성평등에 대한 메시지와 핑크 트렌드를 이끌어 나갈 계획이라고 28일 밝혔다. 앱솔루트는 올해 3월...,2019.05,05,보드카
582,582,2019.05.28.,마켓뉴스,"유통업계, 변화하는 소비자 취향 따라 사이즈 변화 잇따라",롯데주류는 라즈베리와 레몬향이 첨가된 플레이버드 보드카 ‘스베드카 블루 라즈베리’를 국내 출시하며 375ml 소용량도 함께 출시해 혼술족들에게 인기를 얻고 있다.,2019.05,05,보드카
583,583,2019.05.28.,남도일보,"유통업계, 혼술족·1인 가구 증가…초소용량·한입캔 선보이며 젊은 소비자 겨...",연출 할 수 있는 와인으로 이미지 변신을 시도했다. 롯데주류는 라즈베리와 레몬향이 첨가된 플레이버드 보드카 '스베드카 블루 라즈베리'를 국내 출시하며 375ml 소용량도 함께 출시해 혼술족들에게 인기를 얻고 있다.,2019.05,05,보드카
584,584,2019.05.28.,이지경제,"[이지 보고서] 유통업계, 업다운 바람…커피·우유 커지고, 술은 더 작아지고",롯데주류는 라즈베리와 레몬향이 첨가된 플레이버드 보드카 '스베드카 블루 라즈베리'를 국내 출시하며 375㎖ 소용량도 함께 출시해 혼술족들에게 인기를 얻고 있다.,2019.05,05,보드카
585,585,2019.05.28.,로이슈,"유통업계, 변화하는 소비자 취향 따라 사이즈 변화 잇따라",롯데주류는 라즈베리와 레몬향이 첨가된 플레이버드 보드카 ‘스베드카 블루 라즈베리’를 국내 출시하며 375ml 소용량도 함께 출시해 혼술족들에게 인기를 얻고 있다.,2019.05,05,보드카
586,586,2019.05.28.,뉴스웍스,'소비자 취향저격' 다양한 용량 제품 출시 활발,롯데주류는 라즈베리와 레몬향이 첨가된 플레이버드 보드카 '스베드카 블루 라즈베리'를 국내 출시하며 375㎖ 소용량도 함께 출시해 혼술족들에게 인기를 얻고 있다.,2019.05,05,보드카
587,587,2019.05.28.,빅데이터뉴스,"식품업계 새 트렌드…“커피·우유는 커지고, 술은 더 작아졌다”",롯데주류는 라즈베리와 레몬향이 첨가된 플레이버드 보드카 ‘스베드카 블루 라즈베리’를 국내 출시하며 375ml 소용량도 함께 출시해 혼술족들에 인기를 얻고 있다.,2019.05,05,보드카
588,588,2019.05.27.,메디컬투데이,"제주맥주, 위스키 회사 에드링턴과 MOU 체결","에드링턴은 세계적인 인기 제품인 싱글몰트 위스키 ‘맥캘란’을 생산하고 있는 증류주 회사로 ‘하이랜드 파크’ 위스키, ‘스노우 레퍼드’ 보드카 등을 보유한 회사다. 전 세계 최고가로 낙찰된 위스키도 에드링턴이...",2019.05,05,보드카
589,589,2019.05.27.,뉴시스,"제주맥주, 위스키와 협업…'오크통 숙성맥주' 내년 출시","에드링턴은 유명 싱글몰트 위스키 '맥캘란'을 생산하고 있는 글로벌 증류주 회사로 '하이랜드 파크' 위스키, '스노우 레퍼드' 보드카 등을 보유한 곳이다. 전 세계 최고가로 낙찰된 위스키도 에드링턴이 보유하고 있다....",2019.05,05,보드카
590,590,2019.05.27.,프라임경제,"제주맥주, 에드링턴 코리아와 MOU 체결","에드링턴은 싱글몰트 위스키 '맥캘란'을 생산하고 있는 프리미엄 증류주 회사로 하이랜드 파크 위스키, 스노우 레퍼드 보드카 등을 보유한 회사다. 제주맥주와 에드링턴은 올해부터 3년간 독점으로 양사의 장인정신과...",2019.05,05,보드카
591,591,2019.05.27.,부산일보,"제주맥주, 에드링턴 MOU…'하이랜드 파크' 협업 맥주 개발","에드링턴은 세계적인 인기 제품인 싱글몰트 위스키 '맥캘란'을 생산하고 있는 프리미엄 증류주 회사로 '하이랜드 파크' 위스키, '스노우 레퍼드' 보드카 등을 보유한 회사다. 전 세계 최고가로 낙찰된 위스키도 에드링턴이...",2019.05,05,보드카
592,592,2019.05.27.,EBN,"제주맥주, 프리미엄 맥주 개발 나서","에드링턴은 세계적인 인기 제품인 싱글몰트 위스키 ‘맥캘란’을 생산하고 있는 프리미엄 증류주 회사로 ‘하이랜드 파크’ 위스키, ‘스노우 레퍼드’ 보드카 등을 보유한 회사다. 전 세계 최고가로 낙찰된 위스키도...",2019.05,05,보드카
593,593,2019.05.27.,제민일보,"제주맥주, 글로벌 프리미엄 위스키 회사 에드링턴과 협업 맥주 개발한다","한편 에드링턴은 세계적인 인기 제품인 싱글몰트 위스키 '맥캘란'을 생산하고 있는 프리미엄 증류주 회사로 '하이랜드 파크' 위스키, '스노우 레퍼드' 보드카 등을 보유한 회사다.",2019.05,05,보드카
594,594,2019.05.27.,브릿지경제,"제주맥주, 위스키 ‘에드링턴’과 프리미엄 맥주 개발 MOU","에드링턴은 세계적인 인기 제품인 싱글몰트 위스키 ‘맥캘란’을 생산하고 있는 프리미엄 증류주 회사로 ‘하이랜드 파크’ 위스키, ‘스노우 레퍼드’ 보드카 등을 보유한 회사다. 이번 협약에 따라 제주맥주와...",2019.05,05,보드카
595,595,2019.05.27.,여성신문,[이야기가 있는 풍경] 꿈과 낭만의 시베리아 횡단여행Ⅱ,러시아 사람들에게는 자작나무와 보드카는 떼려야 뗄 수 없는 관계다. 자작나무로 통나무집을 짓고 그 안에서 사우나를 하며 자작나뭇잎이 달린 가지로 몸을 두드려준다. 보드카도 자작나무 숯으로 걸러내고 러시아...,2019.05,05,보드카
596,596,2019.05.27.,매일경제TV,"제주맥주, 에드링턴코리아와 손잡고 프리미엄 맥주 개발","에드링턴은 싱글몰트 위스키 '맥캘란'을 생산하고 있는 프리미엄 증류주 회사로 '하이랜드 파크'위스키, '스노우 레퍼드' 보드카 등을 보유하고 있습니다. 이번 협약을 바탕으로 제주맥주와 에드링턴은 올해부터 3년간...",2019.05,05,보드카
597,597,2019.05.27.,뉴스핌,"제주맥주, '맥캘란' 에드링턴 코리아 맥주 개발 MOU 체결","에드링턴은 싱글몰트 위스키 ‘맥캘란’을 생산하는 증류주 회사로 ‘하이랜드 파크’ 위스키, ‘스노우 레퍼드’ 보드카 등을 생산한다. 제주맥주와 에드링턴은 올해부터 3년간 독점으로 양사의 장인정신과 노하우를...",2019.05,05,보드카
598,598,2019.05.27.,매일일보,"제주맥주, 국내 최초 글로벌 프리미엄 위스키 회사 에드링턴과 MOU 체결",에드링턴은 세계적인 인기 제품인 싱글몰트 위스키 '맥캘란'을 생산하고 있는 프리미엄 증류주 회사로 '하이랜드 파크' '위스키' '스노우 레퍼드' '보드카' 등을 보유한 회사다. 전 세계 최고가로 낙찰된 위스키도...,2019.05,05,보드카
599,599,2019.05.27.,메트로신문,"제주맥주, 에드링턴과 함께 프리미엄 맥주 개발","에드링턴은 세계적인 인기 제품인 싱글몰트 위스키 '맥캘란'을 생산하고 있는 프리미엄 증류주 회사로 '하이랜드 파크 ' 위스키, '스노우 레퍼드' 보드카 등을 보유한 회사다. 제주맥주와 에드링턴은 올해부터 3년간...",2019.05,05,보드카
600,600,2019.05.27.,스포츠조선,"제주맥주, 국내 최초 글로벌 프리미엄 위스키 회사 에드링턴과 MOU 체결","에드링턴은 세계적인 인기 제품인 싱글몰트 위스키 '맥캘란'을 생산하고 있는 프리미엄 증류주 회사로 '하이랜드 파크[1]' 위스키, '스노우 레퍼드' 보드카 등을 보유한 회사다. 전 세계 최고가로 낙찰된 위스키도...",2019.05,05,보드카
601,601,2019.05.27.,뉴스제주,"제주맥주, 국내 최초 프리미엄 위스키 회사 에드링턴과 MOU 체결","에드링턴은 세계적인 인기 제품인 싱글몰트 위스키 '맥캘란'을 생산하고 있는 프리미엄 증류주 회사로 '하이랜드 파크' 위스키, '스노우 레퍼드' 보드카 등을 보유한 회사다. 전 세계 최고가로 낙찰된 위스키도 에드링턴이...",2019.05,05,보드카
602,602,2019.05.27.,아이뉴스24,"위스키 '하이랜드 파크', 2020년 제주맥주로 변신","에드링턴은 세계적인 인기 제품인 싱글몰트 위스키 '맥캘란'을 생산하고 있는 프리미엄 증류주 회사로, '하이랜드 파크' 위스키, '스노우 레퍼드' 보드카 등을 보유한 회사다. 전 세계 최고가로 낙찰된 위스키도 에드링턴이...",2019.05,05,보드카
603,603,2019.05.27.,로이슈,"제주맥주, 글로벌 프리미엄 위스키 회사 에드링턴과 MOU 체결","에드링턴은 세계적인 인기 제품인 싱글몰트 위스키 ‘맥캘란’을 생산하고 있는 프리미엄 증류주 회사로 ‘하이랜드 파크[1]’ 위스키, ‘스노우 레퍼드’ 보드카 등을 보유한 회사다. 전 세계 최고가로 낙찰된 위스키도...",2019.05,05,보드카
